UNITNO,EASTING,NORTHING
47-10-001594,426925,525450
47-10-001595,426911,525471
47-10-001596,426907,525625
47-10-001598,426982,525561
47-10-001599,426949,525571
47-10-001600,426951,525543
47-10-001602,426975,525525
47-10-001603,427045,525505
47-10-001604,427022,525483
47-10-001605,426982,525411
47-10-005468,427603,523943
47-10-005469,427577,523896
47-10-005471,427637,523896
47-10-005472,427670,523895
47-10-005473,427703,523896
47-10-005474,427735,523882
47-10-005477,427809,523832
47-10-005478,427775,523821
47-10-005479,427745,523835
47-08-000861,429743,532375
47-08-000862,429782,532374
47-08-000863,429808,532388
47-08-000864,429817,532360
47-08-000865,429842,532353
47-08-000867,429873,532401
47-08-000869,429879,532356
47-08-000871,429755,532340
47-08-000872,429733,532334
47-08-000873,429695,532381
47-08-000874,429718,532394
47-08-000876,429795,532418
47-08-000877,429830,532402
47-10-000929,427621,524373
47-10-000930,427670,524419
45-18-002658,442287,549678
45-18-002659,442261,549672
45-18-002660,442238,549655
45-18-002661,442219,549641
45-18-002662,442200,549622
47-10-006934,426669,524939
47-10-006935,426697,524952
47-10-006936,426688,524967
47-10-006937,426714,524968
47-10-003161,426792,524711
47-10-003162,426776,524739
47-10-003163,426752,524769
47-10-006938,426736,524968
47-10-006939,426760,524955
47-10-006940,426715,524930
47-08-000921,429831,532568
47-08-000923,429777,532555
47-08-000925,429765,532622
47-08-000926,429763,532660
47-10-001113,427013,524800
47-10-001115,427076,524838
47-10-001116,427094,524812
47-10-001117,427100,524851
47-10-003166,426957,524872
47-10-003167,426942,524898
47-10-003168,426919,524925
47-10-003169,426906,524944
47-10-003170,426878,524966
47-10-006941,426740,524922
47-10-006942,426683,524917
47-10-006943,426703,524901
47-08-001020,430334,531318
47-08-001019,430345,531235
47-08-001021,430325,531398
47-08-001022,430250,531587
47-08-001023,430233,531575
47-08-001024,430217,531576
47-08-001026,430200,531552
47-08-001027,430199,531593
47-08-001029,430246,531658
47-10-001015,427728,524593
47-10-001016,427693,524690
47-10-001022,427573,524803
47-10-001023,427590,524782
47-10-001496,427182,525694
47-10-001497,427160,525697
47-10-001498,427236,525829
47-10-001500,427252,525879
47-10-001501,427282,525896
47-10-001502,427164,525722
47-08-001230,429322,532781
47-08-001231,429290,532758
47-08-000734,429518,532673
47-19-000856,422303,526792
47-10-003003,427845,526396
47-10-003005,427806,526489
47-10-003006,427784,526513
47-10-003007,427772,526534
47-10-003008,427766,526564
47-10-003009,427737,526562
47-10-003010,427731,526601
47-10-003011,427759,526514
47-10-003012,427755,526486
47-10-003013,427776,526465
47-12-000003,432955,526475
47-12-000004,432891,526449
47-12-000002,433053,526458
47-13-000211,434937,528392
47-13-000212,434968,528380
47-19-000486,423770,526226
47-19-000490,423688,526330
47-19-000491,423656,526344
47-19-000492,423642,526376
47-19-000493,423612,526391
47-19-000496,423535,526379
47-19-000497,423528,526362
47-10-002938,428026,526854
47-10-002939,427993,526862
47-10-003035,428080,526765
47-10-003037,428140,526765
47-10-003038,428161,526793
47-10-003039,428183,526801
47-13-000291,435463,528400
47-13-000292,435456,528367
47-13-000293,435490,528376
47-13-000294,435515,528362
47-13-000295,435511,528326
47-13-000296,435622,528469
47-19-000578,423107,526251
47-19-000579,423150,526255
47-19-000580,423179,526280
47-19-000581,423188,526160
47-19-000584,423098,526056
47-19-000585,422948,526377
47-19-000586,422972,526420
47-20-000880,426448,534415
47-20-000881,426457,534379
47-20-000883,426468,534320
47-20-001298,426013,534721
47-20-001300,425961,534730
47-20-001301,425936,534715
47-20-001302,425919,534695
42-00-008127,426643,551508
42-00-008128,426652,551476
42-00-008129,426678,551455
42-00-008130,426704,551424
42-00-008131,426725,551397
42-00-008132,426749,551368
42-00-008135,426823,551277
47-20-001066,426227,534122
47-20-001067,426191,534107
47-20-001068,426211,534082
47-20-001069,426214,534064
47-20-001070,426178,534059
47-20-001072,426159,534053
47-20-001473,425444,534458
47-20-001474,425161,534221
47-20-001475,425150,534245
47-20-001476,425138,534269
47-20-001477,425115,534317
47-20-001478,425134,534342
47-20-001481,425141,534409
47-20-001482,425128,534433
47-20-001597,425307,534629
47-20-001598,425313,534666
47-20-001600,425324,534693
47-20-001601,425343,534718
47-20-001602,425369,534732
47-20-001604,425291,534722
47-20-001605,425317,534737
47-20-001607,425362,534784
47-20-001609,425398,534759
47-20-001611,425425,534803
47-20-001612,425429,534830
47-20-001839,425201,533221
47-20-001841,425198,533248
47-20-001842,425195,533277
47-20-001844,425204,533298
47-20-001845,425183,533305
47-20-001846,425170,533327
47-20-001847,425219,533348
47-20-001850,425274,533277
47-20-001851,425310,533267
47-20-001852,425338,533289
47-20-001853,425365,533309
47-20-001854,425386,533226
47-20-001855,425359,533207
47-20-000846,426493,534672
47-20-000847,426484,534627
47-20-000848,426469,534590
47-19-000412,424058,526350
47-19-000413,424043,526401
47-19-000414,424076,526404
47-19-000415,424064,526453
47-19-000416,424089,526437
47-19-000417,424102,526478
47-19-000418,423987,526472
47-19-000420,423963,526478
47-19-000421,423961,526443
47-19-000422,423960,526418
47-19-000423,423940,526397
47-19-000981,423770,525930
47-10-007007,428395,524882
47-10-007008,428425,524906
47-08-000915,429859,532621
47-08-000916,429833,532636
47-08-000917,429804,532622
47-08-000918,429807,532594
47-20-001668,425590,534471
47-20-001669,425432,534764
47-20-002037,424486,532542
47-20-002038,424455,532560
47-20-002040,424382,532660
47-20-002041,424341,532591
47-20-002042,424359,532613
47-20-002043,424379,532588
47-20-002044,424400,532556
47-20-002045,424417,532531
47-20-002047,424413,532424
47-20-002048,424390,532456
47-20-002051,424336,532542
47-20-002052,424319,532568
47-10-002994,428027,526321
47-10-002995,428000,526400
47-10-002996,427983,526377
47-10-002997,427934,526432
47-10-002998,427907,526421
47-10-002999,427908,526393
47-13-000628,436133,528855
47-13-000629,436158,528863
47-13-000630,436161,528835
47-13-000631,436118,528822
47-13-000632,436089,528797
47-13-000633,436082,528765
47-20-000909,427459,534768
47-20-000911,427510,534786
47-20-000912,427540,534806
47-19-000880,422449,526653
47-13-000232,435247,528350
47-13-000240,435280,528395
47-13-000241,435304,528385
47-13-000248,435359,528363
47-13-000218,435079,528393
47-13-000219,435058,528424
47-13-000222,435160,528418
47-13-000223,435154,528456
47-13-000224,435119,528450
47-13-000226,435182,528343
47-13-000227,435160,528324
47-13-000229,435185,528274
47-19-000553,423232,526382
47-19-000556,423197,526455
47-19-000558,423247,526526
47-19-000559,423329,526536
47-19-000560,423373,526537
47-10-002954,427597,526594
47-10-002955,427583,526599
47-10-002956,427548,526587
47-10-002958,427499,526551
47-10-002960,427680,526667
47-10-002961,427710,526670
47-10-002963,427770,526716
47-10-002964,427806,526740
47-10-002965,427824,526790
47-13-000319,435833,528528
47-13-000321,435825,528594
47-13-000322,435805,528576
47-20-002013,424561,532529
47-20-002014,424538,532549
47-20-002015,424569,532569
47-20-002016,424589,532591
47-20-002017,424525,532575
47-20-002018,424573,532613
47-20-002019,424542,532589
47-20-002020,424506,532558
47-20-002021,424522,532528
47-20-002024,424580,532442
47-13-000620,436111,529059
47-13-000621,436136,529058
47-13-000622,436146,529026
47-13-000623,436140,528996
47-13-000625,436157,528965
47-13-000627,436173,528871
47-19-000926,422695,526496
47-19-000927,422709,526476
47-19-000929,422658,526487
42-00-008156,426710,550917
42-00-008157,426712,550953
42-06-000320,427295,553366
42-00-008158,426709,550992
42-00-008151,426661,550742
42-00-008159,426600,551011
42-00-008160,426636,551023
42-00-008162,426708,551033
42-00-008163,426753,551043
42-00-008164,426783,551053
42-00-008410,426514,552516
47-20-001138,426559,533963
47-20-001147,426480,533895
47-20-001148,426465,533880
47-20-001150,426401,533870
47-20-001151,426381,533859
47-20-001153,426349,533835
47-08-001356,428220,532375
47-08-001357,428234,532355
47-08-001358,428236,532329
47-20-001043,426210,534358
47-20-001046,426181,534525
47-20-001047,426208,534544
47-20-001048,426136,534566
47-20-001049,426114,534538
47-20-001050,426075,534503
47-20-001449,425192,534169
47-20-001450,425181,534196
47-20-001452,425207,534236
47-20-001453,425204,534261
47-20-001454,425187,534276
47-20-001456,425233,534260
47-20-001457,425261,534240
47-20-001921,424905,532889
47-20-001922,424920,532933
47-20-001923,424954,532961
47-20-001926,425028,533004
47-20-001927,425061,532970
47-20-001928,425067,532930
47-20-001929,425023,532906
47-20-001930,424982,532878
47-20-001932,424864,532921
47-20-001934,424865,532999
47-20-001937,424874,533089
47-20-001619,425291,534814
47-20-001620,425280,534789
47-20-001621,425252,534770
47-20-001623,425331,534949
47-20-000849,426495,534591
47-20-000851,426643,534392
47-20-000852,426617,534380
47-20-000853,426583,534384
47-20-000854,426582,534413
47-20-000855,426574,534447
47-20-000856,426557,534479
47-20-000857,426548,534514
47-20-000858,426547,534552
42-00-000076,427320,550924
42-00-000077,427333,550897
42-00-000078,427294,550909
42-00-000080,427284,550870
42-00-000081,427274,550857
42-00-000082,427301,550854
42-00-000083,427299,550831
42-00-000084,427281,550816
42-00-000085,427298,550816
42-00-000086,427277,550782
42-00-000087,427261,550733
42-00-000088,427261,550757
42-00-000089,427256,550798
42-00-000092,427225,550983
42-00-000093,427243,550995
42-00-000094,427268,550965
47-20-001878,424756,533446
47-20-001879,424819,533292
47-20-000748,426753,534204
47-20-000749,426754,534181
47-20-000750,426754,534155
47-20-000752,426757,534093
47-20-000753,426757,534066
47-20-000754,426758,534027
47-20-000755,426760,533983
47-20-000756,426791,533911
42-00-008059,426117,550563
42-00-008060,426084,550564
42-00-008061,426049,550550
42-00-008062,426017,550557
42-00-008063,425983,550550
42-00-008064,425950,550545
42-00-008065,426069,550590
42-00-008066,426067,550619
42-00-008067,426042,550650
42-00-008068,426037,550691
42-00-008057,426182,550576
47-20-001906,424798,532912
47-20-000772,426819,534018
47-20-000913,427575,534819
47-20-002312,427604,534830
47-20-002313,427640,534844
47-20-002303,427241,534910
47-20-002305,427169,534882
47-20-002306,427146,534867
47-20-000914,427365,534756
47-20-000915,427360,534777
47-20-000917,427337,534829
47-19-000973,423210,526687
47-19-000974,423110,526709
47-19-000975,423165,526712
47-19-000977,423202,526759
47-19-000978,423136,526751
47-19-000569,422933,526535
47-19-000570,423007,526546
47-19-001086,422975,526541
47-19-001087,423043,526562
47-19-000571,423079,526569
47-19-003535,423087,526542
47-19-000573,423105,526441
47-20-001378,425803,534176
47-20-001379,425771,534142
47-20-001380,425725,534174
47-20-001381,425704,534215
47-20-001382,425694,534263
47-20-001385,425755,534446
47-20-001386,425796,534471
47-20-001388,425873,534412
47-20-001389,425902,534374
47-20-001709,425597,534071
47-20-001710,425584,534095
47-20-001711,425569,534131
47-20-001712,425547,534156
47-20-001713,425509,534178
47-19-000982,423761,525914
47-19-000983,423740,525896
47-19-000984,423706,525893
47-19-000985,423685,525870
47-19-000986,423684,525837
47-13-000230,435216,528267
47-13-000233,435279,528356
47-13-000234,435283,528321
47-13-000235,435262,528294
47-13-000236,435250,528262
47-13-000237,435271,528243
47-13-000238,435311,528234
47-19-000930,422626,526490
47-19-000931,422626,526474
47-19-000932,422644,526473
47-19-000934,422729,526538
47-20-001331,426087,534918
47-20-001333,426056,534894
47-20-001334,426036,534886
47-20-001335,426058,534978
47-20-001336,426048,534947
47-20-001339,425998,535007
47-20-001340,425987,534984
47-20-001341,425967,534957
47-20-001343,425912,534942
47-20-001671,425475,534703
47-20-001672,425499,534691
47-19-000445,423845,526362
47-19-000446,423861,526383
47-19-001061,423850,526082
47-19-001062,423885,526055
47-19-001063,423877,526098
47-19-001066,423896,526116
47-19-001067,423913,526129
47-19-001068,423898,526153
47-19-001054,423774,526007
47-19-001055,423808,525987
47-10-003001,427854,526430
47-10-003002,427832,526422
47-20-001706,425921,534098
47-20-001707,425937,534076
47-20-001708,425870,534031
47-19-001107,424096,526351
47-19-001108,424110,526387
47-19-001109,424124,526428
47-20-000590,426633,535898
47-20-000591,426639,535863
47-20-000592,426645,535828
47-20-000593,426647,535803
47-20-000594,426649,535761
47-20-000597,426647,535655
47-20-000599,426646,535580
47-13-000276,435616,528424
47-13-000278,435597,528499
47-13-000279,435564,528506
47-13-000280,435584,528533
47-13-000281,435523,528520
47-13-000282,435502,528524
47-13-000283,435484,528497
47-13-000284,435468,528468
47-20-001624,425312,534916
47-20-001626,425262,534877
47-20-001627,425249,534847
47-20-002325,425295,534966
47-20-002326,425269,534995
47-20-002327,425241,535008
47-20-002329,425170,534996
47-20-002330,425136,534995
47-20-002332,425091,534952
47-20-002124,426110,531126
47-20-002125,426145,531079
47-20-002126,426211,531028
47-20-002128,426147,531028
47-20-002129,426017,531312
47-20-002130,426002,531342
47-20-002148,425953,531335
47-20-002323,425967,531441
47-20-002324,425939,531437
47-20-002132,426055,532135
47-20-002133,426083,532154
41-11-012484,420605,551334
41-11-012485,420647,551307
41-11-012486,420736,551316
41-11-012487,420757,551292
41-11-008034,419773,552103
41-11-008035,419793,552031
41-11-008067,419839,552103
41-11-008068,420013,552268
41-11-008076,420000,552317
47-10-005836,426124,525761
47-10-005837,426101,525786
47-10-005838,426084,525805
47-20-001996,424524,532672
41-11-008077,419922,552347
47-20-001997,424703,532469
47-20-001998,424668,532448
47-20-002470,424239,532340
47-20-002472,424269,532384
47-20-002473,424266,532333
47-20-002000,424605,532447
47-20-002002,424648,532471
47-20-002003,424665,532484
47-20-002004,424685,532498
47-20-002005,424644,532512
47-08-001359,428269,532325
47-08-001360,428282,532340
47-08-001361,428312,532349
47-08-001352,428169,532368
47-20-000773,426820,534052
47-20-000774,426817,534085
47-20-000775,426824,534119
47-20-000776,426818,534155
47-20-000777,426820,534191
47-20-000778,426814,534206
47-20-000779,426824,534243
47-20-000780,426837,534228
47-20-000781,426838,534193
47-20-000783,426840,534142
47-20-000784,426845,534107
47-20-001942,424977,533084
47-20-001943,424963,533115
47-20-002408,425371,532908
