UNITNO,EASTING,NORTHING
47-13-000163,435595,528863
47-13-000164,435629,528851
47-13-000165,435655,528865
47-13-000166,435689,528851
47-13-000167,435717,528864
47-13-000168,435752,528846
47-13-000169,435782,528858
47-13-000170,435806,528837
47-08-000457,428762,532590
47-08-000458,428801,532598
47-08-000461,428837,532550
47-08-000462,428888,532558
47-10-001177,426775,524552
47-10-001178,426790,524523
47-10-001179,426807,524495
47-10-001181,426813,524685
47-10-001182,426781,524670
47-10-001183,426751,524652
47-10-001098,426950,524776
47-10-001099,426973,524736
47-10-001100,427012,524724
47-10-001101,427051,524748
47-10-001102,427082,524769
47-10-001103,427106,524787
47-10-001433,426047,525423
47-10-001435,426098,525405
47-10-001436,426124,525420
47-10-001438,426114,525366
47-10-001440,426135,525358
47-10-001441,426147,525359
47-10-001443,426152,525276
47-10-001444,426180,525297
47-10-001446,426221,525324
47-10-001448,426218,525378
47-10-003179,427217,525536
47-10-003180,427182,525530
47-10-003181,427154,525517
47-10-003182,427119,525486
47-10-003183,427057,525490
47-10-003184,427078,525471
47-08-000788,429619,532667
47-08-000789,429605,532652
47-08-001086,429418,532888
47-08-001087,429398,532911
47-08-001089,429468,532980
47-08-001096,429431,532828
47-08-001097,429446,532803
47-08-000724,429276,532964
47-08-000725,429309,532898
47-08-000726,429326,532862
47-08-000727,429342,532834
47-08-000728,429386,532777
47-08-000729,429392,532741
47-08-000730,429414,532701
47-08-000731,429439,532666
47-08-001229,429347,532796
47-01-000084,432671,531304
47-01-000085,432713,531282
47-01-000086,432755,531278
47-01-000087,432789,531282
47-05-000290,431726,533782
47-05-000292,431663,533834
47-05-000293,431667,533788
47-10-001065,427119,524550
47-10-001068,427024,524489
47-10-001069,426992,524483
47-10-001070,427433,524803
47-10-001071,427399,524847
47-10-001072,427377,524883
47-10-001074,427383,524789
47-10-001077,427301,524894
47-08-000568,429310,532165
47-08-000569,429321,532128
47-08-000570,429329,532091
47-08-000571,429364,532093
47-08-001063,429288,532215
47-08-001064,429291,532182
47-08-001066,429298,532108
47-08-001067,429301,532076
47-08-001068,429333,532070
47-08-001069,429365,532076
47-08-001079,429368,532151
47-08-001081,429371,532123
47-08-000572,429392,532218
47-08-000573,429395,532182
47-08-000574,429402,532145
47-08-000575,429400,532109
47-08-000576,429402,532066
47-08-000720,429374,532885
47-09-000093,436774,532000
47-09-000095,436740,531935
47-09-000096,436747,531911
47-09-000097,436729,531888
47-09-000098,436686,531878
47-09-000100,436603,531898
47-09-000101,436566,531925
47-09-000102,436532,531935
47-09-000103,436484,531949
47-09-000104,436433,531968
47-09-000105,436402,531966
47-10-006908,426650,524993
47-10-006909,426626,524993
47-10-001716,426782,525045
47-10-006910,426647,525019
47-10-006911,426624,525031
47-10-006912,426600,525030
47-10-006913,426578,525024
47-10-006914,426570,525008
45-18-002655,442352,549733
45-18-002656,442336,549710
45-18-002657,442303,549701
47-10-001634,426854,525468
47-10-001635,426879,525479
47-10-001637,426906,525513
47-10-001638,426899,525499
47-10-001641,426886,525562
47-10-006963,426642,524853
47-10-006964,426493,524865
47-10-006965,426503,524845
47-10-006966,426481,524831
47-10-006967,426535,524845
47-10-006968,426516,524865
47-10-006969,426539,524866
47-10-002071,428118,524235
47-10-002072,428153,524236
47-10-002765,428138,524208
47-10-002766,428186,524214
47-10-002842,428233,524229
47-10-002303,428431,525368
47-10-002304,428397,525376
47-10-002306,428318,525375
47-10-002307,428278,525373
47-10-002309,428246,525305
47-10-002311,428201,525313
47-10-002312,428194,525277
47-10-006970,426551,524855
47-10-006971,426499,524825
47-10-006972,426512,524824
47-09-000075,436422,532414
47-09-000077,436426,532323
47-09-000078,436433,532352
47-09-000079,436448,532380
47-09-000080,436451,532407
47-09-000082,436451,532275
47-09-000084,436465,532337
47-09-000085,436471,532375
47-09-000088,436511,532213
47-09-000089,436525,532257
47-09-000090,436537,532290
47-09-000091,436707,532084
47-10-001083,427334,524704
47-10-001084,427311,524736
47-10-001086,427233,524746
47-10-001087,427199,524770
47-10-002739,425887,525443
47-10-002740,425854,525460
47-10-002742,425946,525548
47-08-000463,428917,532561
47-08-000459,428735,532530
47-08-000460,428781,532538
47-08-000465,428936,532508
47-08-000466,428939,532471
47-08-000467,428946,532436
47-08-000468,428972,532421
47-08-000471,428965,532318
47-08-000472,428921,532254
47-08-000473,428923,532298
47-08-000474,428881,532293
47-08-000475,428835,532283
47-08-000476,428791,532277
47-08-000478,428726,532186
47-08-000479,428713,532221
47-05-000294,431634,533787
47-05-000297,431582,533894
47-05-000298,431552,533919
47-05-000301,431775,533742
47-05-000302,431731,533736
47-05-000303,431685,533728
47-05-000305,431583,533740
47-08-000404,428286,532518
47-08-000405,428319,532527
47-05-000187,431047,534528
47-05-000189,431055,534489
47-05-000190,431047,534401
47-05-000193,431055,534468
47-05-000194,431091,534367
47-05-000195,431076,534409
47-05-000197,430632,534369
47-08-000509,428768,532330
47-08-000510,428731,532324
47-08-000511,429062,532276
47-08-000512,429048,532303
47-08-000513,429036,532336
47-08-000515,429009,532394
47-08-000516,429003,532416
47-08-000517,428991,532462
47-08-000518,428991,532501
47-08-000519,428982,532545
47-08-000520,428974,532586
47-08-000578,429437,532020
47-10-006925,426611,524928
47-10-006923,426583,524926
47-10-006924,426563,524917
47-10-006926,426613,524953
47-01-000088,432816,531296
47-04-000483,429160,529388
47-04-000484,429197,529383
47-04-000485,429232,529378
47-04-000486,429268,529374
47-04-000487,429254,529400
47-04-000489,429159,529414
47-04-000490,429121,529419
47-04-000491,429094,529420
47-09-000158,436779,531786
47-09-000159,436733,531789
47-09-000160,436759,531848
47-09-000161,436792,531886
47-09-000162,436884,531942
47-09-000164,436905,531932
47-09-000165,436900,531885
47-09-000166,436892,531842
47-10-001143,426984,524516
47-10-001144,426968,524504
47-10-001145,426945,524536
47-10-001146,426933,524570
47-10-001147,426912,524601
47-10-001148,426895,524634
47-10-001149,426980,524480
47-08-000418,428612,532440
47-08-000420,428600,532509
47-08-000421,428593,532545
47-08-000422,428588,532568
47-08-001201,428673,532820
47-08-000424,428705,532693
47-08-000425,428738,532703
47-08-000426,428774,532710
47-08-000427,428813,532715
47-10-001186,426685,524599
47-10-001188,426709,524552
47-10-001190,426716,524530
47-10-001192,426781,524480
47-10-001193,426671,524507
47-10-001527,427216,525607
47-10-001531,427166,525660
47-10-001533,427112,525640
47-10-001534,427085,525631
47-10-001535,427053,525624
47-10-001536,427110,525673
47-10-001537,427111,525696
47-10-001529,427179,525626
47-10-001539,427122,525747
47-10-006915,426599,525001
47-10-006916,426563,524996
47-10-006917,426510,524920
47-10-006918,426535,524930
47-10-006919,426526,524943
47-08-001148,430515,530858
47-10-001130,426984,524556
47-10-002786,425919,525833
47-10-001131,426940,524634
47-10-001132,426914,524655
47-10-001134,426905,524692
47-10-001135,426940,524713
47-10-001136,426939,524677
47-10-001138,426928,524735
47-10-001139,426896,524713
47-10-001140,426867,524703
47-10-006920,426549,524976
47-10-006921,426581,524973
47-10-006922,426564,524942
47-09-000203,435762,532236
47-09-000205,435821,532219
47-09-000206,435851,532210
47-09-000207,435886,532199
47-09-000208,435918,532190
47-09-000209,435944,532182
47-09-000210,435954,532207
47-09-000211,435928,532215
47-09-000212,435895,532225
47-09-000213,435859,532236
47-09-000215,435802,532253
47-09-000216,435765,532264
47-10-001038,427555,524739
47-10-001039,427574,524757
47-10-001040,427606,524649
47-10-001041,427580,524653
47-10-001043,427525,524629
47-10-001520,427330,525604
47-10-001522,427289,525598
47-10-001523,427245,525599
47-10-001524,427228,525579
47-10-001525,427282,525573
47-10-001526,427246,525548
47-08-000749,429708,532823
47-08-001140,429650,532796
47-10-001076,427329,524868
47-10-002768,427395,524820
47-10-001078,427291,524845
47-10-001079,427232,524791
47-10-001081,427331,524756
47-10-002743,425916,525583
47-10-002744,425859,525521
47-10-002745,425811,525623
47-10-002746,425808,525585
47-10-002747,425807,525557
47-10-002748,425786,525534
47-10-002670,427565,526195
47-10-002671,427574,526226
47-10-002672,427595,526218
47-10-002673,427612,526242
47-10-002674,427643,526233
47-10-002675,427640,526213
47-10-002676,427630,526181
47-10-002678,427708,526273
47-10-002679,427738,526265
47-10-002680,427738,526240
47-10-003190,426548,525440
47-10-003191,426558,525406
47-10-003193,426524,525417
47-10-001821,426477,525483
47-10-001822,426506,525490
47-10-001823,426499,525462
47-10-002149,428355,524842
47-10-002150,428382,524824
47-10-002152,428441,524793
47-10-002153,428479,524782
47-10-002177,428509,524796
47-10-002154,428488,524741
47-10-002155,428488,524699
47-10-002156,428488,524667
47-10-002157,428481,524636
47-10-002158,428458,524607
47-10-002391,428637,525506
47-10-002392,428651,525535
47-10-002393,428653,525566
47-10-002394,428667,525597
47-10-002395,428665,525635
47-10-002396,428682,525670
47-10-002397,428587,525752
47-10-002398,428550,525740
47-10-002399,428514,525743
47-10-002400,428478,525724
47-10-002401,428435,525721
47-10-002402,428408,525702
47-10-002403,428421,525681
47-10-002405,428423,525630
47-10-002406,428430,525593
47-10-002407,428441,525562
47-10-005235,428044,523962
47-10-002482,428263,525499
47-10-006927,426604,524973
47-10-006928,426626,524958
47-10-006929,426635,524971
47-10-006930,426661,524969
47-10-006931,426655,524952
47-10-006932,426648,524939
47-10-006933,426637,524917
47-08-001107,428361,532729
47-08-001108,428325,532717
47-08-001109,428323,532731
47-08-001110,428292,532713
47-21-000158,428792,526386
47-21-000159,428772,526421
47-21-000160,428737,526455
47-21-000161,428719,526491
47-21-000162,428701,526529
47-21-000163,428685,526571
47-21-000164,428684,526615
47-21-000165,428659,526650
47-21-000166,428659,526694
47-21-000167,428632,526735
47-21-000168,428637,526774
47-08-000357,428357,532646
47-08-000358,428396,532659
47-08-000359,428440,532672
47-08-000360,428471,532688
47-08-000362,428426,532647
47-08-000363,428448,532611
47-21-000306,428754,531826
47-21-000307,428749,531858
47-21-000308,428743,531891
47-21-000309,428736,531923
47-21-000310,428726,531953
47-21-000311,428713,531985
47-21-000312,428686,532014
47-01-000127,431538,531440
47-01-000128,431506,531481
47-01-000129,431458,531538
47-01-000130,431421,531576
47-01-000131,431387,531614
47-01-000132,431364,531655
47-01-000133,431333,531711
47-01-000134,431284,531770
47-02-000003,431746,528317
47-02-000004,431743,528286
47-02-000005,431709,528290
47-02-000006,431668,528293
47-10-001540,427138,525786
47-10-001541,427093,525787
47-04-000214,428180,530042
47-04-000215,428222,530030
47-04-000216,428267,530022
47-04-000217,428308,530013
47-04-000218,428352,530002
47-04-000219,428372,529997
47-04-000220,428368,529978
47-04-000223,428403,529969
47-05-000161,430949,534444
47-05-000164,430951,534424
47-05-000172,431002,534338
47-05-000173,431053,534355
47-05-000174,431023,534382
47-08-000483,428699,532352
47-08-000484,428692,532374
47-08-000485,428692,532413
47-08-000486,428690,532438
47-08-000487,428686,532474
47-08-000488,428733,532514
47-08-000490,428749,532440
47-08-000493,428823,532449
47-08-000494,428851,532455
47-08-000495,428880,532463
47-08-000496,428882,532492
47-08-000497,428879,532524
47-08-000935,428777,532482
47-08-000936,428814,532488
47-04-000376,429180,529656
47-04-000377,429170,529618
47-04-000379,429135,529566
47-04-000380,429108,529542
47-04-000381,429086,529522
47-04-000382,429079,529490
47-04-000623,429127,529776
47-04-000624,429143,529752
47-04-000626,429181,529688
47-04-000492,429095,529437
47-04-000494,429169,529429
47-04-000495,429201,529424
47-04-000496,429231,529419
47-04-000497,429271,529418
47-04-000529,429125,529461
47-04-000530,429181,529454
47-04-000531,429226,529448
47-04-000503,429273,529522
47-10-001408,426013,525243
47-10-001409,426041,525197
47-10-001410,426040,525233
47-10-001413,426095,525245
47-10-001416,426081,525316
47-10-001419,426017,525284
47-10-001420,425995,525272
47-10-001421,425966,525259
47-10-001422,425935,525256
47-10-001423,425946,525290
47-10-001424,425974,525292
47-10-000833,428424,522822
47-10-000834,428425,522778
47-10-000836,428412,522705
47-10-000837,428394,522668
47-10-000832,428434,522860
47-10-000839,428381,522602
47-10-000840,428382,522578
47-10-000841,428372,522557
47-10-000842,428356,522536
47-09-000107,436413,531854
47-09-000108,436450,531840
47-09-000109,436488,531819
47-09-000110,436537,531811
47-09-000112,436503,531866
47-09-000113,436467,531878
47-09-000114,436445,531789
47-09-000115,436487,531775
47-09-000116,436518,531766
47-09-000118,436442,531734
47-10-001104,427134,524806
47-10-001105,427088,524874
47-10-001108,427000,524831
47-10-001109,426977,524815
47-10-001112,427040,524772
47-01-000066,433053,531463
47-01-000068,432983,531460
47-01-000069,432952,531456
47-01-000070,432935,531441
47-04-000453,428548,529357
47-04-000454,428570,529359
47-04-000459,428793,529376
47-04-000455,428596,529361
47-04-000458,428758,529373
47-04-000456,428672,529370
47-04-000457,428719,529371
47-10-001142,427009,524539
47-10-001481,427139,525723
47-10-002484,428225,525549
47-10-002483,428232,525530
47-10-002462,428318,525548
47-10-002485,428171,525436
47-10-002489,428090,525469
47-10-002490,428067,525447
47-10-005351,427767,522688
47-10-002313,428224,525266
47-10-002314,428262,525275
47-10-002315,428301,525274
47-10-002316,428342,525274
47-10-002317,428385,525262
47-10-002318,428404,525231
47-10-002320,428399,525155
47-10-002321,428436,525225
47-10-002324,428310,525240
47-10-002338,428214,525100
47-10-002609,427506,526134
47-10-003109,428565,525626
47-10-005258,428225,523669
47-10-005259,428237,523702
47-10-005260,428237,523738
47-10-005269,428307,523724
47-10-005270,428276,523735
47-10-005271,428209,523695
47-10-005273,428161,523696
47-10-005274,428161,523734
47-10-005282,427371,524069
47-10-005283,427359,524052
47-10-002749,425763,525510
47-10-002750,425750,525491
47-10-002751,425710,525470
47-10-002752,425739,525464
47-10-002753,425771,525461
47-10-002755,425806,525503
47-10-002756,425814,525534
47-10-002757,425842,525556
47-10-002758,425834,525605
47-10-002121,428046,524437
47-10-002122,428003,524394
47-10-002123,428091,524555
47-10-002124,428076,524516
47-10-002125,428039,524508
47-10-002126,427985,524530
47-10-002127,427990,524489
47-10-002225,428632,525249
47-10-002226,428642,525278
47-10-002227,428621,525293
47-10-002229,428563,525292
47-02-000007,431635,528295
47-02-000008,431608,528273
47-02-000009,431564,528256
47-04-000201,428123,530122
47-04-000204,428061,530168
47-04-000206,427987,530188
47-04-000207,427946,530195
47-04-000328,428869,529676
47-04-000332,428663,529801
47-04-000333,428715,529774
47-04-000334,428752,529732
47-04-000341,428675,529630
47-04-000342,428741,529634
47-04-000609,428643,529627
47-04-000610,428713,529632
47-08-000406,428351,532535
47-08-000408,428426,532564
47-08-000409,428130,532460
47-08-000411,428110,532419
47-08-000412,428142,532438
47-08-000413,428174,532462
47-08-000414,428197,532475
47-08-000415,428137,532431
47-08-001072,428219,532450
47-08-001073,428202,532452
47-08-001075,428138,532411
47-08-001076,428108,532393
47-08-001077,428082,532377
47-08-000557,428746,532076
47-08-000558,428784,532098
47-08-000559,428822,532118
47-08-000560,428845,532134
47-10-001425,425955,525316
47-10-001427,425998,525352
47-10-001428,426032,525374
47-10-001429,426003,525379
47-10-001431,425975,525371
47-10-001432,426022,525401
47-08-000689,429247,532830
47-08-000690,429175,532794
47-04-000462,428901,529384
47-04-000464,428969,529397
47-04-000465,429001,529389
47-04-000461,428857,529390
47-04-000463,428937,529386
47-04-000467,429028,529357
47-04-000469,428978,529316
47-04-000505,429274,529569
47-08-000341,428249,532652
47-08-000343,428213,532652
47-21-000302,428766,531696
47-21-000303,428764,531729
47-21-000304,428761,531761
47-21-000305,428763,531795
47-04-000290,428381,529716
47-04-000292,428394,529674
47-04-000294,428386,529627
47-04-000295,428409,529639
47-04-000296,428420,529623
47-04-000297,428436,529724
47-04-000298,428445,529698
47-04-000299,428443,529675
47-08-000428,428835,532721
47-08-000430,428898,532754
47-08-000431,428937,532774
47-08-000432,428960,532786
47-08-000433,428983,532797
47-08-000434,429011,532806
47-08-000435,429036,532815
47-08-001204,428908,532741
47-08-001205,428917,532718
47-21-000183,428523,527418
47-21-000184,428503,527459
47-21-000185,428509,527508
47-21-000186,428489,527545
47-21-000187,428501,527591
47-21-000188,428479,527630
47-21-000189,428487,527679
47-21-000190,428468,527721
47-21-000191,428475,527767
47-21-000192,428457,527805
47-21-000194,428441,527895
47-05-000238,431096,534038
47-05-000240,430949,534055
47-05-000242,430997,534131
47-05-000247,430955,534211
47-05-000248,430970,534236
47-05-000250,431057,534287
47-05-000251,431048,534298
47-08-000365,428470,532536
47-04-000224,428440,529962
47-04-000225,428489,529956
47-04-000227,428570,529940
47-04-000228,428609,529941
47-10-001482,427159,525763
47-10-001484,427245,525806
47-10-001485,427277,525814
47-10-001486,427311,525803
47-10-001488,427353,525744
47-10-001489,427352,525705
47-10-001490,427345,525671
47-10-001493,427249,525636
47-10-001494,427227,525662
47-10-001495,427221,525697
47-08-000344,428250,532664
47-08-000345,428283,532677
47-08-000346,428305,532680
47-08-000347,428227,532677
47-08-000348,428318,532649
47-08-000350,428334,532694
47-08-000351,428377,532711
47-08-000352,428386,532724
47-08-000353,428416,532724
47-08-000354,428452,532737
47-08-000355,428495,532750
47-08-001103,428488,532771
47-08-001104,428459,532761
47-08-000750,429690,532954
47-08-000751,429703,532916
47-08-000752,429714,532884
47-08-000753,429715,532959
47-08-000754,429732,532914
47-08-000755,429750,532870
47-08-000756,429766,532824
47-08-000757,429780,532787
47-08-000758,429794,532749
47-08-000759,429401,532804
47-08-000760,429419,532775
47-08-000761,429474,532788
47-08-000762,429490,532835
47-08-000763,429541,532852
47-08-000765,429578,532777
47-08-000767,429569,532709
47-21-000195,428448,527937
47-21-000196,428425,527978
47-21-000197,428429,528028
47-21-000198,428423,528070
47-21-000199,428393,528110
47-21-000200,428386,528151
47-21-000201,428384,528199
47-21-000202,428398,528218
47-10-002230,428536,525285
47-10-002231,428504,525292
47-10-003125,428508,525220
47-10-003126,428523,525220
47-10-003127,428535,525194
47-10-002159,428460,524570
47-10-002160,428418,524542
47-10-002161,428366,524566
47-10-003084,428327,526022
47-10-003085,428301,526047
47-10-003086,428310,526083
47-10-003151,428368,525541
47-10-002458,428401,525551
47-10-003152,428354,525565
47-10-003153,428342,525589
47-10-003155,428321,525641
47-10-003156,428364,525626
47-10-003158,428400,525607
47-10-003159,428403,525583
47-10-003160,428381,525577
47-10-002460,428373,525522
47-10-001252,426304,525032
47-10-001253,426324,525063
47-10-001254,426347,525097
44-07-000340,426638,545604
44-07-000341,426638,545576
44-07-000342,426603,545561
44-07-000343,426622,545550
44-07-000344,426647,545551
44-07-000345,426685,545559
44-07-000346,426706,545550
44-07-000347,426736,545556
45-19-000184,438028,536565
47-10-005352,427788,522759
47-10-005353,427758,522773
47-10-005354,427728,522760
47-10-005355,427698,522772
47-10-005356,427655,522772
47-10-005358,427604,522747
47-10-005359,427605,522719
47-10-005360,427593,522683
47-10-005361,427604,522649
47-10-005362,427607,522615
47-10-005363,427593,522590
47-10-005367,427743,523058
47-10-005368,427702,523072
47-10-005369,427670,523072
47-10-005370,427626,523072
47-04-000473,428816,529315
47-04-000468,429010,529327
47-04-000470,428939,529322
47-04-000472,428852,529309
47-04-000474,428788,529314
47-04-000482,429134,529392
47-08-000318,428010,532557
47-08-000319,427953,532501
47-05-000176,430975,534467
47-05-000177,430924,534504
47-05-000178,430953,534521
47-05-000179,430976,534535
47-05-000181,431039,534564
47-05-000182,430969,534490
47-05-000183,430993,534499
47-05-000184,431009,534521
47-05-000185,431040,534532
47-05-000186,431007,534510
47-21-000313,428670,532051
47-21-000315,428648,532131
47-21-000316,428639,532171
47-21-000317,428631,532216
47-21-000318,428634,532261
47-21-000319,428615,532291
47-21-000320,428616,532338
47-21-000321,428595,532379
47-21-000322,428596,532424
47-21-000323,428577,532464
47-21-000326,428559,532590
47-21-000327,428549,532632
47-21-000328,428539,532676
47-21-000329,428531,532714
47-21-000330,428522,532749
47-21-000331,428512,532793
47-04-000311,428889,529935
47-04-000315,428859,529835
47-08-001149,430532,530816
47-08-001004,430415,530903
47-08-001005,430405,530946
47-08-001006,430401,531003
47-08-001007,430419,531025
47-08-001008,430425,530991
47-08-001009,430432,530955
47-08-001012,430414,531174
47-08-001013,430451,531181
47-08-001014,430491,531190
47-08-001015,430404,531200
47-08-001018,430353,531176
47-04-000230,428663,529941
47-04-000232,428635,529874
47-04-000233,428622,529849
47-05-000127,430827,534254
47-05-000128,430817,534229
47-05-000130,430760,534342
47-05-000131,430742,534365
47-05-000132,430839,534273
47-05-000133,430858,534284
47-05-000134,430851,534251
47-05-000135,430870,534262
47-05-000136,430904,534279
47-05-000137,430886,534301
47-08-000402,428334,532557
47-08-000403,428244,532499
47-21-000357,428235,533850
47-21-000358,428205,533887
47-21-000359,428205,533929
47-21-000360,428177,533967
47-21-000361,428175,534013
47-21-000363,428145,534091
47-21-000364,428116,534130
47-21-000365,428114,534177
47-08-000790,429617,532619
47-08-000791,429650,532615
47-08-000793,429700,532634
47-08-000794,429721,532650
47-08-000795,429709,532682
47-08-000796,429697,532710
47-08-000797,429694,532754
45-15-005200,440482,540986
45-15-005201,440457,540961
45-15-005202,440461,540935
47-05-000158,430871,534437
47-05-000159,430909,534443
47-05-000163,430927,534419
47-05-000165,430921,534398
47-05-000166,430905,534375
47-05-000167,430946,534394
47-05-000171,430976,534371
47-05-000160,430933,534472
47-04-000625,429154,529717
47-04-000301,428463,529619
47-04-000302,428487,529713
47-04-000307,428488,529638
47-04-000308,428501,529613
47-04-000309,428539,529612
47-21-000204,428388,528329
47-21-000205,428373,528372
47-21-000206,428385,528418
47-10-000843,428332,522519
47-10-000849,428509,523057
47-10-000850,428513,523020
47-10-000851,428533,523026
47-10-000853,428586,523031
47-10-000854,428557,522981
47-10-000855,428560,522946
47-10-000856,428588,522954
47-10-000857,428621,522945
47-10-000858,428635,522998
47-10-000859,428641,522969
47-10-001194,426688,524532
47-10-001195,426671,524569
47-10-001197,426648,524591
47-10-001198,426633,524569
47-10-001199,426625,524530
47-05-000138,430865,534328
47-05-000140,430845,534352
47-05-000141,430810,534361
47-05-000143,430792,534335
47-05-000144,430782,534357
47-05-000145,430829,534395
47-05-000146,430850,534400
47-05-000148,430866,534349
47-05-000150,430909,534321
47-10-002428,428566,525605
47-10-002435,428645,525607
47-10-002436,428616,525609
47-10-002437,428620,525645
47-10-002420,428699,525631
47-10-002421,428737,525612
47-10-002422,428762,525607
47-10-002418,428726,525666
47-10-002441,428662,525714
47-10-002439,428621,525676
47-10-002417,428737,525699
47-10-002447,428755,525719
47-10-002515,427852,525583
47-10-002516,427827,525552
47-10-002521,427883,525690
47-10-002522,427904,525675
47-10-002525,427982,525696
47-10-002526,428009,525670
47-10-005401,427922,522835
47-10-005403,427847,522835
47-10-005371,427588,523055
47-10-001630,426805,525351
47-10-001631,426773,525410
47-10-001632,426801,525415
47-10-001633,426820,525441
47-08-000859,429694,532358
47-08-000860,429725,532353
47-10-005284,427398,524049
47-10-005285,427327,524108
47-10-005287,427321,524078
47-10-005288,427323,524051
47-10-005289,427295,524068
47-10-005290,427261,524078
47-10-002713,425750,525684
47-10-002714,425777,525686
47-10-002715,425784,525716
47-10-002716,425870,525660
47-10-002718,425906,525700
47-10-002719,425929,525677
47-10-002720,425853,525675
47-10-005393,428100,522959
47-10-005394,428099,522927
47-10-005397,428100,522832
47-10-001915,426406,525952
47-10-001916,426403,525977
47-10-001920,425863,526092
47-10-001929,427173,524945
47-10-001930,427177,524977
47-10-001931,427185,525010
47-10-000978,427073,524455
47-10-000980,427175,524437
47-10-000981,427207,524461
47-10-003212,427223,524439
47-10-003213,427234,524413
47-10-000982,427810,524499
47-10-000983,427765,524508
47-10-000984,427719,524482
47-10-000985,427670,524480
47-10-000986,427623,524460
47-10-000987,427583,524453
47-10-000990,427452,524488
47-10-000991,427423,524497
47-10-005442,427655,523312
47-10-005444,427840,523653
47-10-005445,427827,523679
47-10-002635,427390,526229
47-10-002637,427415,526280
47-10-002638,427382,526302
47-04-000343,428965,529943
47-04-000344,428999,529944
47-04-000346,429046,529915
47-04-000347,428953,529914
47-04-000348,429008,529918
47-05-000252,431030,534190
47-05-000254,431057,534251
47-10-002791,427841,525993
47-10-002792,427848,525960
47-10-002793,427856,525933
47-05-000255,431035,533969
47-05-000256,431013,533981
47-05-000258,430940,534037
47-05-000324,431116,533849
47-05-000265,431232,533903
47-10-001044,427486,524599
47-10-001045,427458,524563
47-10-001046,427446,524533
47-10-001048,427416,524602
47-10-001050,427504,524791
47-10-001051,427474,524824
47-10-001052,427466,524788
47-10-001053,427450,524757
47-10-001054,427430,524733
47-08-001134,429237,532805
47-08-000691,429400,532849
47-08-000692,429452,532868
47-08-000693,429510,532878
47-08-000694,429545,532885
47-08-000695,429585,532898
47-08-000696,429621,532910
47-08-000697,429646,532937
47-08-000699,429633,533017
47-08-000700,429612,533067
47-08-000701,429638,533066
47-08-000702,429654,533011
47-08-000703,429673,533070
47-08-000704,429695,533015
47-08-000705,429572,533052
47-08-000707,429542,532998
47-10-001200,426590,524579
47-10-001201,426551,524572
47-10-001203,426572,524632
47-10-001204,426600,524614
47-10-001205,426621,524637
47-10-001207,426562,524670
47-10-001208,426902,524449
47-10-001209,426858,524431
47-04-000163,429812,530267
47-04-000164,429798,530242
47-04-000165,429810,530213
47-04-000166,429784,530215
47-04-000310,428891,529968
47-05-000199,430685,534388
47-05-000203,430854,534476
47-05-000326,431250,534368
47-05-000204,431139,534367
47-05-000205,431139,534402
47-10-001005,427769,524709
47-10-001006,427789,524678
47-10-001007,427797,524641
47-10-001008,427791,524589
47-10-001009,427764,524577
47-10-001010,427704,524560
47-10-001011,427685,524585
47-10-001012,427708,524520
47-10-001337,426216,525587
47-08-000366,428512,532550
47-08-000368,428518,532535
47-08-000369,428543,532497
47-08-001126,429518,532696
47-08-001127,429524,532713
47-08-000370,428482,532514
47-08-000371,428487,532475
47-08-001113,428411,532445
47-08-000372,428440,532455
47-08-000374,428405,532491
47-08-000376,428392,532524
47-08-000377,428358,532516
47-08-000379,428292,532495
47-08-000380,428272,532484
47-08-001112,428396,532506
47-08-000381,428340,532482
47-08-000382,428354,532453
47-10-001374,426185,525420
47-10-001377,426108,525491
47-10-001378,426285,525411
47-10-001379,426266,525425
47-10-001381,426249,525446
47-10-001382,426276,525383
47-10-001383,426020,525420
47-21-000366,428085,534218
47-21-000367,428087,534254
47-21-000484,427894,534478
45-18-003368,443112,549082
45-18-003369,443063,549090
47-10-005406,428114,523344
47-10-005407,428081,523345
47-10-005408,428050,523345
47-10-005410,427915,523558
47-10-003131,428645,525204
47-10-003132,428646,525178
47-10-003134,428629,525119
47-10-003135,428629,525094
47-10-003136,428606,525093
47-10-003137,428577,525128
47-10-003139,428543,525152
47-10-003140,428523,525151
47-10-003141,428497,525145
47-10-002247,428770,525393
47-10-002248,428758,525371
47-10-002249,428756,525335
47-10-002250,428740,525305
47-10-002251,428737,525273
47-10-002847,427021,525107
47-10-002848,427038,525145
47-10-002849,427049,525194
47-10-002850,427049,525232
47-10-002833,427964,525088
47-10-003093,427850,525124
47-10-003094,427875,525147
47-10-002350,428187,524968
47-10-002351,428181,524928
47-08-000838,429669,532495
47-08-000839,429700,532483
47-08-000842,429718,532556
47-08-000843,429729,532627
47-08-000844,429740,532600
47-08-000845,429750,532565
47-08-000846,429760,532536
47-08-000850,429749,532439
47-08-000851,429719,532427
47-08-000852,429690,532416
47-10-000910,428190,522571
47-10-000911,428185,522624
47-10-000912,428192,522681
47-10-002276,428473,524998
47-10-002277,428485,525027
47-10-002278,428473,525098
47-10-002284,428639,525092
47-10-002280,428519,525123
47-10-002566,427478,526041
47-10-002567,427431,526059
47-10-002568,427402,526052
47-10-002569,427371,526023
47-10-002639,427414,526305
47-10-002640,427409,526331
47-10-002642,427431,526404
47-10-002643,427431,526437
47-10-002645,427377,526455
47-10-002646,427385,526435
47-10-001591,426829,525410
47-10-001592,426861,525433
47-10-001593,426896,525434
